,Hotel,Address,Score,Latitude,Longitude,City
745,Vincci Gala,Ronda Sant Pere 32 Eixample 08010 Barcelona Spain,8.9,41.3895263,2.1747136,"Barcelona, Spain"
746,Ayre Hotel Rosell n,Rossell 390 Eixample 08025 Barcelona Spain,8.7,41.404738200000004,2.1727127,"Barcelona, Spain"
747,Evenia Rossello,Rossello 191 Eixample 08036 Barcelona Spain,8.2,41.392025399999994,2.1554675,"Barcelona, Spain"
748,Hotel Lam e,Rotenturmstra e 15 01 Innere Stadt 1010 Vienna Austria,8.7,48.2102677,16.3741269,"Vienna, Austria"
749,K K Palais Hotel,Rudolfsplatz 11 01 Innere Stadt 1010 Vienna Austria,8.6,48.213809600000005,16.3714293,"Vienna, Austria"
750,Catalonia Rigoletto,Sabino de Arana 22 24 Les Corts 08028 Barcelona Spain,8.6,41.385816999999996,2.1256789,"Barcelona, Spain"
751,Capri by Fraser Barcelona,Sancho de vila 32 34 Sant Mart 08018 Barcelona Spain,8.8,41.39762329999999,2.188975,"Barcelona, Spain"
752,Hyatt Regency Amsterdam,Sarphatistraat 104 Amsterdam City Center 1018 GV Amsterdam Netherlands,8.8,52.361775099999996,4.9118187,"Amsterdam, Netherlands"
753,Falkensteiner Hotel Wien Zentrum Schottenfeld,Schottenfeldgasse 74 07 Neubau 1070 Vienna Austria,8.3,48.2048494,16.343618,"Vienna, Austria"
754,Hilton Vienna Plaza,Schottenring 11 01 Innere Stadt 1010 Vienna Austria,8.6,48.215523600000004,16.3646858,"Vienna, Austria"
755,Sloane Square Hotel,Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,8.2,51.4927325,-0.15737079999999998,"London, United Kingdom"
756,Austria Trend Hotel Ananas Wien,Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,8.2,48.191540100000005,16.3546263,"Vienna, Austria"
757,Hotel Zeitgeist Vienna Hauptbahnhof,Sonnwendgasse 15 10 Favoriten 1100 Vienna Austria,8.7,48.182964500000004,16.377670900000002,"Vienna, Austria"
758,AZIMUT Hotel Vienna,Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria,8.2,48.1834787,16.376276500000003,"Vienna, Austria"
759,Grange Holborn Hotel,Southampton Row Bloomsbury Camden London WC1B 4AR United Kingdom,8.4,51.519616,-0.1218432,"London, United Kingdom"
760,W Amsterdam,Spuistraat 175 Amsterdam City Center 1012 VN Amsterdam Netherlands,8.4,52.372787100000004,4.8900059,"Amsterdam, Netherlands"
761,The Stafford London,St James s Place Westminster Borough London SW1A 1NJ United Kingdom,9.1,51.505908700000006,-0.14037950000000002,"London, United Kingdom"
762,The Savoy,Strand Westminster Borough London WC2R 0EU United Kingdom,9.4,51.5111922,-0.11940060000000001,"London, United Kingdom"
763,The May Fair Hotel,Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom,8.4,51.5078943,-0.1436707,"London, United Kingdom"
764,Holiday Inn London Brent Cross,Tilling Road London NW2 1LP United Kingdom,7.9,51.5731061,-0.22333320000000004,"London, United Kingdom"
765,Imperial Riding School Renaissance Vienna Hotel,Ungargasse 60 03 Landstra e 1030 Vienna Austria,8.1,48.1966396,16.3863822,"Vienna, Austria"
766,Sunotel Club Central,Valencia 157 Eixample 08011 Barcelona Spain,8.2,41.38793,2.1568061000000003,"Barcelona, Spain"
767,Andreola Central Hotel,Via Domenico Scarlatti 24 Central Station 20124 Milan Italy,8.3,45.4836517,9.2078581,"Milan, Italy"
768,Hotel Cavour,Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,8.5,45.47269420000001,9.194391099999999,"Milan, Italy"
769,Best Western Plus Hotel Felice Casati,Via Felice Casati 18 Central Station 20124 Milan Italy,8.4,45.4787357,9.204113099999999,"Milan, Italy"
770,Windsor Hotel Milano,Via Galileo Galilei 2 Central Station 20124 Milan Italy,8.5,45.47945870000001,9.1951427,"Milan, Italy"
771,Acca Palace,Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy,8.5,45.5099969,9.1739942,"Milan, Italy"
772,Sina De La Ville,Via Hoepli 6 Milan City Center 20121 Milan Italy,8.2,45.465957,9.192297,"Milan, Italy"
773,Exe Laietana Palace,Via Laietana 17 Ciutat Vella 08003 Barcelona Spain,7.9,41.383354100000005,2.1794038,"Barcelona, Spain"
774,Ilunion Almirante,Via Laietana 42 Ciutat Vella 08003 Barcelona Spain,7.1,41.3860521,2.176157,"Barcelona, Spain"
775,Ohla Barcelona,Via Laietana 49 Ciutat Vella 08003 Barcelona Spain,9.0,41.3870479,2.1743360000000003,"Barcelona, Spain"
776,NH Milano Machiavelli,Via Lazzaretto 5 Central Station 20124 Milan Italy,8.4,45.4776167,9.2016244,"Milan, Italy"
777,UNA Maison Milano,Via Mazzini 4 Milan City Center 20123 Milan Italy,9.3,45.4633289,9.1884242,"Milan, Italy"
778,Colombia,Via Roberto Lepetit 15 Central Station 20124 Milan Italy,8.3,45.4829817,9.2041911,"Milan, Italy"
779,Antares Hotel Rubens,Via Rubens 21 San Siro 20148 Milan Italy,8.5,45.4670579,9.1427822,"Milan, Italy"
780,Hotel Santa Marta Suites,Via Santa Marta 4 Milan City Center 20123 Milan Italy,9.2,45.4630441,9.183607,"Milan, Italy"
781,Senato Hotel Milano,Via Senato 22 Milan City Center 20121 Milan Italy,9.0,45.471406200000004,9.196530300000001,"Milan, Italy"
782,Nhow Milan,Via Tortona 35 Navigli 20144 Milan Italy,8.6,45.4510425,9.1606536,"Milan, Italy"
783,Holiday Inn Milan Garibaldi Station,Via Ugo Bassi 1 A Ang Via C Farini Garibaldi Station 20159 Milan Italy,8.3,45.488764,9.183057000000002,"Milan, Italy"
784,Milan Marriott Hotel,Via Washington 66 Fiera Milano City 20146 Milan Italy,7.6,45.4611287,9.1542675,"Milan, Italy"
785,ADI Doria Grand Hotel,Viale Andrea Doria 22 Central Station 20124 Milan Italy,8.3,45.4853717,9.2115837,"Milan, Italy"
786,Best Western Hotel Mirage,Viale Certosa 104 106 Certosa 20156 Milan Italy,8.5,45.494712899999996,9.1418864,"Milan, Italy"
787,Novotel Milano Nord Ca Granda,Viale Suzzani 13 Bicocca Zara 20162 Milan Italy,7.8,45.506502000000005,9.1965192,"Milan, Italy"
788,Best Western Hotel St George,Viale Tunisia 9 Central Station 20124 Milan Italy,8.1,45.477090600000004,9.2054208,"Milan, Italy"
789,Hotel Vondel Amsterdam,Vondelstraat 18 30 Oud West 1054 GE Amsterdam Netherlands,8.0,52.3625662,4.8779224999999995,"Amsterdam, Netherlands"
790,NH Danube City,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,8.4,48.2353789,16.4219737,"Vienna, Austria"
791,ARCOTEL Kaiserwasser Superior,Wagramer Stra e 8 22 Donaustadt 1220 Vienna Austria,8.6,48.231915,16.417026,"Vienna, Austria"
792,Mercure Hotel Raphael Wien,Wallgasse 23 06 Mariahilf 1060 Vienna Austria,8.5,48.19192879999999,16.339139499999998,"Vienna, Austria"
793,Hotel du Vin Cannizaro House Wimbledon,Westside Wimbledon Common Wimbledon London SW19 4UE United Kingdom,8.4,51.42424129999999,-0.22935029999999998,"London, United Kingdom"
794,Corinthia Hotel London,Whitehall Place Westminster Borough London SW1A 2BD United Kingdom,9.4,51.5045583,-0.1262584,"London, United Kingdom"
795,Hotel Erzherzog Rainer,Wiedner Hauptstr 27 29 04 Wieden 1040 Vienna Austria,8.8,48.1953229,16.367288199999997,"Vienna, Austria"
796,Suite Hotel 900 m zur Oper,Wiedner Hauptstra e 44 04 Wieden 1040 Vienna Austria,8.0,48.1935235,16.3669145,"Vienna, Austria"
797,Atlantis Hotel Vienna,Wurzbachgasse 21 15 Rudolfsheim F nfhaus 1150 Vienna Austria,8.1,48.2037451,16.3356767,"Vienna, Austria"
798,Select Hotel,1 Place De La Sorbonne 5th arr 75005 Paris France,8.9,48.84830529999999,2.3425596,"Paris, France"
799,Le Parisis Paris Tour Eiffel,102 Bd De Grenelle 15th arr 75015 Paris France,8.6,48.8494851,2.2955063,"Paris, France"
800,H tel Regina Op ra Grands Boulevards,11 Bis rue Mazagran 10th arr 75010 Paris France,7.9,48.8708508,2.3515882,"Paris, France"
801,H tel Duo,11 Rue Du Temple 4th arr 75004 Paris France,8.6,48.8581186,2.3529369,"Paris, France"
802,Best Western Premier Louvre Saint Honor ,141 rue St Honor 1st arr 75001 Paris France,8.1,48.861711,2.3406740000000004,"Paris, France"
803,Le Tourville Eiffel,16 avenue de Tourville 7th arr 75007 Paris France,8.8,48.854268100000006,2.3078116,"Paris, France"
804,Best Western Op ra Batignolles,165 rue de Rome 17th arr 75017 Paris France,7.6,48.887057299999995,2.3143297,"Paris, France"
805,Hotel La Place,17 Nottingham Place Westminster Borough London W1U 5LG United Kingdom,7.6,51.521525700000005,-0.1533039,"London, United Kingdom"
806,Novotel Paris Centre Gare Montparnasse,17 Rue Du Cotentin 15th arr 75015 Paris France,8.1,48.838484,2.3150904,"Paris, France"
807,Mercure Paris Alesia,185 Boulevard Brune 14th arr 75014 Paris France,8.4,48.8237487,2.324056,"Paris, France"
808,Hotel Maison Ath n e,19 Rue De Caumartin 9th arr 75009 Paris France,8.8,48.8713421,2.3280722999999997,"Paris, France"
809,H tel Ad le Jules,2 4bis Cit Rougemont 9th arr 75009 Paris France,9.1,48.872106200000005,2.3451383999999997,"Paris, France"
810,Villa Opera Drouot,2 rue Geoffroy Marie 9th arr 75009 Paris France,8.4,48.873223100000004,2.3436097,"Paris, France"
811,Montfleuri,21 Avenue De La Grande Arm e 16th arr 75016 Paris France,8.2,48.8747153,2.2906388,"Paris, France"
812,Hotel Stendhal Place Vend me Paris MGallery by Sofitel,22 Rue Danielle Casanova 1st arr 75002 Paris France,8.8,48.868145500000004,2.3313064,"Paris, France"
813,Hotel Parc Saint Severin Esprit de France,22 Rue de La Parcheminerie 5th arr 75005 Paris France,9.1,48.8518584,2.3447798,"Paris, France"
814,Le Pavillon de la Reine Spa,28 place des Vosges 3rd arr 75003 Paris France,9.2,48.856272499999996,2.3660412,"Paris, France"
815,San Domenico House,29 31 Draycott Place Kensington and Chelsea London SW3 2SH United Kingdom,9.0,51.491779799999996,-0.1616049,"London, United Kingdom"
816,Grand Pigalle Hotel,29 rue Victor Mass 9th arr 75009 Paris France,9.1,48.880856,2.3375084999999998,"Paris, France"
817,H tel Recamier,3 Bis Place Saint Sulpice 6th arr 75006 Paris France,9.0,48.8503493,2.3344305,"Paris, France"
818,Mercure Paris Montmartre Sacr Coeur,3 Rue Caulaincourt 18th arr 75018 Paris France,8.4,48.8852794,2.3301021,"Paris, France"
819,Holiday Inn Paris Op ra Grands Boulevards,30 32 Boulevard Poissonni re 9th arr 75009 Paris France,8.2,48.8715469,2.3439622000000004,"Paris, France"
820,Acad mie H tel Saint Germain,32 rue des Saints P res 7th arr 75007 Paris France,9.0,48.855263,2.3305901,"Paris, France"
821,H tel D Aubusson,33 Rue Dauphine 6th arr 75006 Paris France,9.4,48.854732899999995,2.3395277,"Paris, France"
822,H tel Le Walt,37 Avenue De La Motte Picquet 7th arr 75007 Paris France,8.8,48.854716100000005,2.3066419999999996,"Paris, France"
823,Edouard 7 Paris Op ra,39 Avenue de l Op ra 2nd arr 75002 Paris France,9.1,48.8683133,2.3330851000000004,"Paris, France"
824,Novotel Suites Paris Expo Porte de Versailles,4 Boulevard Brune 14th arr 75014 Paris France,8.8,48.827388,2.305478,"Paris, France"
825,K K H tel Cayr Saint Germain des Pr s,4 Boulevard Raspail 7th arr 75007 Paris France,8.4,48.8553117,2.3254627999999995,"Paris, France"
826,Holiday Inn Paris Notre Dame,4 rue Danton 6th arr 75006 Paris France,8.3,48.852842700000004,2.3422256,"Paris, France"
827,Best Western Aulivia Op ra,4 Rue des Petites Ecuries 10th arr 75010 Paris France,7.8,48.8730552,2.3540112,"Paris, France"
828,H tel Concorde Montparnasse,40 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France,7.9,48.8381079,2.318669,"Paris, France"
829,Elys es R gencia,41 Avenue Marceau 16th arr 75016 Paris France,8.2,48.8686434,2.2984054,"Paris, France"
830,Hotel le Lapin Blanc,41 boulevard Saint Michel 5th arr 75005 Paris France,9.1,48.849180100000005,2.3423357000000005,"Paris, France"
831,La Maison Favart,5 Rue Marivaux 2nd arr 75002 Paris France,9.2,48.870808000000004,2.3372737,"Paris, France"
832,Le Pradey,5 Rue Saint Roch 1st arr 75001 Paris France,8.8,48.8645309,2.3315532,"Paris, France"
833,The Chess Hotel,6 rue du Helder 9th arr 75009 Paris France,8.7,48.87160170000001,2.3349767999999997,"Paris, France"
834,B Montmartre,6 Rue Lecluse 17th arr 75017 Paris France,9.2,48.883631,2.3257642999999995,"Paris, France"
835,Hotel Des Saints Peres Esprit de France,65 rue des Saints P res 6th arr 75006 Paris France,8.8,48.8534026,2.3299043,"Paris, France"
836,Radisson Blu Champs Elys es Paris,78 Bis Avenue Marceau 8th arr 75008 Paris France,7.4,48.8719212,2.2971404,"Paris, France"
837,Chambiges Elys es,8 rue Chambiges 8th arr 75008 Paris France,8.9,48.8668048,2.3039465,"Paris, France"
838,Novotel Paris Centre Bercy,85 Rue De Bercy 12th arr 75012 Paris France,8.3,48.8384558,2.3805885,"Paris, France"
839,Golden Tulip Opera de Noailles,9 rue de la Michodi re 2nd arr 75002 Paris France,8.6,48.869617299999994,2.3346428,"Paris, France"
840,Holiday Inn Paris Saint Germain des Pr s,92 rue de Vaugirard 6th arr 75006 Paris France,8.1,48.846837,2.3258066000000004,"Paris, France"
841,Rochester Champs Elysees,92 Rue La Boetie 8th arr 75008 Paris France,8.5,48.8724945,2.3091549,"Paris, France"
842,Hotel d Orsay Esprit de France,93 Rue de Lille 7th arr 75007 Paris France,9.1,48.8603599,2.3230777999999996,"Paris, France"
843,H tel Waldorf Trocad ro,97 rue Lauriston 16th arr 75016 Paris France,8.5,48.8672694,2.2878666,"Paris, France"
844,Hotel Mailberger Hof,Annagasse 7 01 Innere Stadt 1010 Vienna Austria,8.4,48.204183,16.3726664,"Vienna, Austria"
845,Catalonia Catedral,Arcs 10 Ciutat Vella 08002 Barcelona Spain,9.2,41.384663700000004,2.1740902,"Barcelona, Spain"
846,Axel Hotel Barcelona Urban Spa Adults Only,Aribau 33 Eixample 08011 Barcelona Spain,8.0,41.38734779999999,2.1603987,"Barcelona, Spain"
847,The Gates Diagonal Barcelona,Avenida Diagonal 205 Sant Mart 08018 Barcelona Spain,8.0,41.4036219,2.1902807999999996,"Barcelona, Spain"
848,Wilson Boutique Hotel,Avenida Diagonal 568 Sarri St Gervasi 08021 Barcelona Spain,8.7,41.394402899999996,2.150194,"Barcelona, Spain"
849,Hotel Ciutadella Barcelona,Avenida Marqu s de l Argentera 4 Ciutat Vella 08003 Barcelona Spain,8.1,41.3837583,2.1846932999999997,"Barcelona, Spain"
850,Gran Hotel Torre Catalunya,Avenida Roma 2 4 Sants Montju c 08014 Barcelona Spain,8.5,41.37955720000001,2.1425457000000003,"Barcelona, Spain"
851,Col n Hotel Barcelona,Avinguda Catedral 7 Ciutat Vella 08002 Barcelona Spain,8.9,41.38496129999999,2.1756666,"Barcelona, Spain"
852,Aparthotel Arai 4 Superior,Avinyo 30 Ciutat Vella 08002 Barcelona Spain,9.3,41.380751700000005,2.1772424999999997,"Barcelona, Spain"
853,Hotel Ronda Lesseps,Ballester 77 81 Gr cia 08023 Barcelona Spain,7.4,41.408640999999996,2.1478143,"Barcelona, Spain"
854,Hotel Barcelona Center,Balmes 103 105 Eixample 08008 Barcelona Spain,8.4,41.3917169,2.1592613999999997,"Barcelona, Spain"
855,Hotel Regina,Bergara 2 4 Eixample 08002 Barcelona Spain,8.5,41.3858891,2.1681652000000002,"Barcelona, Spain"
856,Hotel Pulitzer,Bergara 8 Eixample 08002 Barcelona Spain,8.8,41.386136,2.1682914,"Barcelona, Spain"
857,Boscolo Milano Autograph Collection,Corso Giacomo Matteotti 4 6 Milan City Center 20121 Milan Italy,7.9,45.46676,9.194293,"Milan, Italy"
858,Mokinba Hotels King,Corso Magenta 19 Milan City Center 20123 Milan Italy,7.3,45.4656023,9.1778675,"Milan, Italy"
859,Tryp Barcelona Condal Mar Hotel,Crist bal de Moura 138 Sant Mart 08019 Barcelona Spain,8.1,41.412650799999994,2.2090895,"Barcelona, Spain"
860,Hotel Amsterdam De Roode Leeuw,Damrak 93 94 Amsterdam City Center 1012 LP Amsterdam Netherlands,7.9,52.373704,4.893591000000001,"Amsterdam, Netherlands"
861,Eurostars Cristal Palace,Diputaci 257 Eixample 08007 Barcelona Spain,8.2,41.3897945,2.1660575,"Barcelona, Spain"
862,HCC St Moritz,Diputaci 262 264 Eixample 08007 Barcelona Spain,8.3,41.390848600000005,2.1680745,"Barcelona, Spain"
863,Petit Palace Museum,Diputacion 250 Eixample 08007 Barcelona Spain,8.6,41.3888014,2.1653738,"Barcelona, Spain"
864,Austria Trend Hotel Lassalle Wien,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,8.1,48.2273013,16.4001791,"Vienna, Austria"
865,H10 Art Gallery 4 Sup,Enric Granados 62 64 Eixample 08008 Barcelona Spain,8.8,41.392018,2.157066,"Barcelona, Spain"
866,NH Hesperia Barcelona del Mar,Espronceda 6 Sant Mart 08005 Barcelona Spain,8.2,41.4014399,2.2100744999999997,"Barcelona, Spain"
867,Savoy Hotel Amsterdam,Ferdinand Bolstraat 194 Oud Zuid 1072 LW Amsterdam Netherlands,6.4,52.349743100000005,4.8911907999999995,"Amsterdam, Netherlands"
868,Hotel Okura Amsterdam,Ferdinand Bolstraat 333 Oud Zuid 1072 LH Amsterdam Netherlands,8.9,52.348763500000004,4.8938829,"Amsterdam, Netherlands"
869,Mercure Wien Zentrum,Fleischmarkt 1a 01 Innere Stadt 1010 Vienna Austria,8.3,48.21140870000001,16.374646900000002,"Vienna, Austria"
870,Crowne Plaza Amsterdam South,George Gershwinlaan 101 Zuideramstel 1082 MT Amsterdam Netherlands,9.0,52.3357326,4.8743947,"Amsterdam, Netherlands"
871,Hotel Well and Come,Girona 158 Eixample 08037 Barcelona Spain,9.0,41.3991773,2.1656134,"Barcelona, Spain"
872,Silken Gran Hotel Havana,Gran V a de Les Corts Catalanes 647 Eixample 08010 Barcelona Spain,8.5,41.3927101,2.1722139,"Barcelona, Spain"
873,Acta Atrium Palace,Gran Via Corts Catalanes 656 Eixample 08010 Barcelona Spain,8.5,41.390913,2.1706981,"Barcelona, Spain"
874,FourSide Hotel Vienna City Center,Grieshofgasse 11 12 Meidling 1120 Vienna Austria,8.1,48.1825159,16.332242800000003,"Vienna, Austria"
875,Steigenberger Hotel Herrenhof,Herrengasse 10 01 Innere Stadt 1010 Vienna Austria,9.0,48.209795799999995,16.3658705,"Vienna, Austria"
876,Courtyard by Marriott Amsterdam Arena Atlas,Hoogoorddreef 1 Zuidoost 1101 BA Amsterdam Netherlands,8.4,52.310118200000005,4.9472917999999995,"Amsterdam, Netherlands"
877,Holiday Inn Amsterdam Arena Towers,Hoogoorddreef 66 Zuidoost 1101 BE Amsterdam Netherlands,8.4,52.309683500000006,4.9422614000000005,"Amsterdam, Netherlands"
878,Hollmann Beletage Design Boutique,K llnerhofgasse 6 01 Innere Stadt 1010 Vienna Austria,9.3,48.2105156,16.3760717,"Vienna, Austria"
879,Ozo Hotel,Karspeldreef 2 Zuidoost 1101 CJ Amsterdam Netherlands,7.6,52.3047669,4.9476868,"Amsterdam, Netherlands"
880,The Toren,Keizersgracht 164 Amsterdam City Center 1015 CZ Amsterdam Netherlands,9.4,52.3758754,4.8859642,"Amsterdam, Netherlands"
881,Hotel Serhs Rivoli Rambla,La Rambla 128 Ciutat Vella 08002 Barcelona Spain,8.1,41.3843222,2.1712892999999998,"Barcelona, Spain"
882,BEST WESTERN PLUS Amedia Wien,Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria,8.4,48.192379100000004,16.399451199999998,"Vienna, Austria"
883,Vincci Maritimo,Llull 340 Sant Mart 08019 Barcelona Spain,8.3,41.4082054,2.2124626,"Barcelona, Spain"
884,Room Mate Carla,Mallorca 288 Eixample 08037 Barcelona Spain,8.9,41.3962658,2.1662152999999997,"Barcelona, Spain"
885,NH Collection Wien Zentrum,Mariahilfer Stra e 78 07 Neubau 1070 Vienna Austria,8.9,48.1979979,16.348331400000003,"Vienna, Austria"
886,Aparthotel Mariano Cubi Barcelona,Mariano Cubi 62 64 Sarri St Gervasi 08006 Barcelona Spain,8.3,41.3982129,2.1494179,"Barcelona, Spain"
887,Pakat Suites Hotel,Mommsengasse 5 04 Wieden 1040 Vienna Austria,8.6,48.191829999999996,16.3770876,"Vienna, Austria"
888,ARCOTEL Wimberger,Neubaug rtel 34 36 07 Neubau 1070 Vienna Austria,8.2,48.200600099999996,16.3386333,"Vienna, Austria"
889,Acta CITY47,Nicaragua 47 Sants Montju c 08029 Barcelona Spain,8.1,41.383515,2.1407396,"Barcelona, Spain"
890,NH Collection Amsterdam Doelen,Nieuwe Doelenstraat 24 Amsterdam City Center 1012 CP Amsterdam Netherlands,8.8,52.3681919,4.8957609,"Amsterdam, Netherlands"
891,Hotel Die Port van Cleve,Nieuwezijds Voorburgwal 176 180 Amsterdam City Center 1012 SJ Amsterdam Netherlands,8.0,52.374142600000006,4.8907741,"Amsterdam, Netherlands"
892,Mercure Hotel Amsterdam West,Oude Haagseweg 20 Slotervaart 1066 BW Amsterdam Netherlands,7.8,52.3375677,4.8178171999999995,"Amsterdam, Netherlands"
893,Vienna Marriott Hotel,Parkring 12a 01 Innere Stadt 1010 Vienna Austria,8.2,48.2050967,16.3770928,"Vienna, Austria"
894,Eurostars Bcn Design,Passeig de Gr cia 29 Eixample 08007 Barcelona Spain,8.3,41.3907208,2.1660732000000005,"Barcelona, Spain"
895,The Westin Palace,Piazza della Repubblica 20 Central Station 20124 Milan Italy,8.5,45.479035700000004,9.199028,"Milan, Italy"
896,Hotel Sunflower,Piazzale Lugano 10 Bovisa 20158 Milan Italy,7.6,45.498503,9.1664111,"Milan, Italy"
897,Pulitzer Amsterdam,Prinsengracht 315 331 Amsterdam City Center 1016 GZ Amsterdam Netherlands,9.1,52.37283529999999,4.883326,"Amsterdam, Netherlands"
898,Attica 21 Barcelona Mar,Proven als 10 Sant Mart 08019 Barcelona Spain,8.1,41.405232399999996,2.2117289,"Barcelona, Spain"
899,HCC Regente,Rambla de Catalunya 76 Eixample 08008 Barcelona Spain,8.1,41.3922919,2.1622256,"Barcelona, Spain"
900,Austria Trend Hotel Rathauspark Wien,Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,8.5,48.2133054,16.3567884,"Vienna, Austria"
901,Hotel Parco di Sch nbrunn Vienna,Ratschkygasse 32 12 Meidling 1120 Vienna Austria,7.9,48.177623600000004,16.324358800000002,"Vienna, Austria"
902,NH Amsterdam Schiller,Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,7.7,52.3657092,4.8966912,"Amsterdam, Netherlands"
903,NH Wien Belvedere,Rennweg 12a 03 Landstra e 1030 Vienna Austria,8.4,48.1954348,16.383429,"Vienna, Austria"
904,Hotel mbit Barcelona,Roger de Ll ria 17 Eixample 08010 Barcelona Spain,8.9,41.3907821,2.1717426,"Barcelona, Spain"
905,Roger de Ll ria,Roger de Lluria 28 Eixample 08010 Barcelona Spain,8.5,41.3910786,2.1717285,"Barcelona, Spain"
906,Hotel Regina,Rooseveltplatz 15 09 Alsergrund 1090 Vienna Austria,8.4,48.2163343,16.359553599999998,"Vienna, Austria"
907,Bcn Urban Hotels Gran Rosellon,Rosell n 174 176 Eixample 08036 Barcelona Spain,8.5,41.4226648,2.1464261000000002,"Barcelona, Spain"
908,Hotel K nig von Ungarn,Schulerstra e 10 01 Innere Stadt 1010 Vienna Austria,9.3,48.2082215,16.3751842,"Vienna, Austria"
909,Hotel City Central,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,8.6,48.213577,16.3799322,"Vienna, Austria"
910,Hotel Das Tigra,Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,8.9,48.212177200000006,16.3680771,"Vienna, Austria"
911,Mercure Barcelona Condor,V a Augusta 127 Sarri St Gervasi 08006 Barcelona Spain,8.0,41.3999934,2.1452467,"Barcelona, Spain"
912,Hotel Tocq,Via A de Tocqueville 7 D Garibaldi Station 20154 Milan Italy,8.6,45.4828787,9.186346,"Milan, Italy"
913,Brunelleschi Hotel,Via Baracchini 12 Milan City Center 20123 Milan Italy,8.3,45.461177,9.191047,"Milan, Italy"
914,Hotel Pierre Milano,Via De Amicis 32 Milan City Center 20123 Milan Italy,7.5,45.4595203,9.1770004,"Milan, Italy"
915,UNA Hotel Century,Via Fabio Filzi 25 B Central Station 20124 Milan Italy,8.6,45.484137100000005,9.2001623,"Milan, Italy"
916,UNA Hotel Mediterraneo,Via L Muratori 14 Porta Romana 20135 Milan Italy,8.2,45.451873,9.20548,"Milan, Italy"
917,Grand Hotel Central,Via Laietana 30 Ciutat Vella 08003 Barcelona Spain,8.9,41.384969500000004,2.1776631,"Barcelona, Spain"
918,Best Western Hotel Ascot,Via Lentasio 3 Milan City Center 20122 Milan Italy,7.7,45.4580137,9.1913676,"Milan, Italy"
919,Leonardo Hotel Milan City Center,Via Messina 10 Sempione 20154 Milan Italy,8.2,45.482442,9.1756982,"Milan, Italy"
920,ADI Hotel Poliziano Fiera,Via Poliziano 11 Sempione 20154 Milan Italy,8.2,45.483717299999995,9.1649371,"Milan, Italy"
921,The Hub Hotel,Via Privata Polonia 10 20157 Milan Italy,7.7,45.51385820000001,9.119475900000001,"Milan, Italy"
922,Baglioni Hotel Carlton The Leading Hotels of the World,Via Senato 5 Milan City Center 20121 Milan Italy,8.8,45.4691663,9.1984454,"Milan, Italy"
923,Radisson Blu Hotel Milan,Via Villapizzone 24 Certosa 20156 Milan Italy,8.2,45.500667,9.1445874,"Milan, Italy"
924,Hotel Lombardia,Viale Lombardia 74 76 Citt Studi 20131 Milan Italy,7.9,45.4872511,9.2237385,"Milan, Italy"
925,Best Western Hotel Astoria,Viale Murillo 9 Fiera Milano City 20149 Milan Italy,7.7,45.4725167,9.1439198,"Milan, Italy"
926,Hotel Vilamar ,Vilamari 34 36 Eixample 08015 Barcelona Spain,8.3,41.3766732,2.1524478,"Barcelona, Spain"
927,Hotel Atlanta,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,7.8,48.220250799999995,16.355780499999998,"Vienna, Austria"
928,Arthotel ANA Boutique Six,Webgasse 23 06 Mariahilf 1060 Vienna Austria,8.2,48.194190500000005,16.3462578,"Vienna, Austria"
929,Amsterdam Canal Residence,Weteringschans 251 Amsterdam City Center 1017 XJ Amsterdam Netherlands,8.3,52.3594783,4.895853,"Amsterdam, Netherlands"
930,Shangri La Hotel Paris,10 Avenue D I na 16th arr 75016 Paris France,9.3,48.8637135,2.2934759,"Paris, France"
931,Mercure Paris Tour Eiffel Pont Mirabeau,10 Avenue Emile Zola 15th arr 75015 Paris France,8.0,48.8460269,2.2788281,"Paris, France"
932,Hotel des Tuileries Relais du Silence,10 rue Saint Hyacinthe 1st arr 75001 Paris France,8.1,48.8661705,2.331561,"Paris, France"
933,Hotel Eden,110 rue Blomet 15th arr 75015 Paris France,8.5,48.8405612,2.2991035,"Paris, France"
934,Le Relais Madeleine,11bis Rue Godot de Mauroy 9th arr 75009 Paris France,8.7,48.870961,2.3267678,"Paris, France"
935,Terrass H tel Montmartre by MH,12 14 Rue Joseph De Maistre 18th arr 75018 Paris France,9.0,48.8865626,2.3329647999999996,"Paris, France"
936,Best Western Mercedes Arc de Triomphe,128 avenue de Wagram 17th arr 75017 Paris France,7.8,48.8848292,2.3035189,"Paris, France"
